Map 05: The City of Love
5:200:1000000:level4:9:4
120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:26:53:90:1::0:3,120:2:0:0:0::0:3,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:58:90:0:270:0:12,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:61:270:0::0:12,0:0:38:270:0::0:12,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:2:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:30:0:0::0:12,0:0:0:0:0::0:3,0:0:30:0:0::0:12,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,60:4:0:0:0::0:3,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:17:90:0::0:12,0:0:17:90:0::0:12,0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:30:0:0::0:12,0:0:58:270:0::0:12,0:0:30:0:0::0:12,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:180:0::0:12,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:180:0::0:12,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,24:24:0:0:0::0:3,2:24:0:0:0::22:3,2:24:0:0:0::22:3,2:24:0:0:0::22:3,24:24:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,24:14:10:0:1221::0:60,24:14:10:0:1221::0:60,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:30:0:0::0:12,0:0:0:0:0::0:3,0:0:30:0:0::0:12,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:180:0::0:12,2:24:0:0:0::22:3,2:24:0:0:0::24:3,2:24:0:0:0::24:3,2:24:0:0:0::24:3,2:24:0:0:0::22:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,24:14:10:0:1221::0:60,24:14:10:0:1221::0:60,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:9:12:0:0::0:24,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,24:38:0:0:0::0:3,26:38:0:0:0::0:3,28:38:0:0:0::0:3,30:38:0:0:0::0:3,32:38:0:0:0::0:3,34:38:0:0:0::0:3,36:38:0:0:0::0:3,34:38:0:0:0::0:3,32:38:0:0:0::0:3,30:38:0:0:0::0:3,28:38:0:0:0::0:3,26:38:0:0:0::0:3,24:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,2:24:0:0:0::22:3,2:24:0:0:0::24:3,28:25:0:0:0::0:3,2:24:0:0:0::24:3,2:24:0:0:0::22:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,60:4:0:0:0::0:3,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:37:315:0::0:12,0:0:36:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:48:0:1221::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:2:315:0::0:12,60:1:0:0:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,24:38:0:0:0::0:3,0:0:2:180:0::0:12,0:0:0:0:0::0:3,0:0:40:270:0::0:12,4:1:34:180:0::0:12,4:1:38:180:0::0:12,12:24:0:0:0::0:3,12:24:0:0:0::0:3,12:22:0:0:0::0:3,12:22:0:0:0::0:3,4:14:0:0:0::0:3,6:25:0:0:0::0:3,24:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,2:24:0:0:0::22:3,2:24:0:0:0::24:3,2:24:0:0:0::24:3,2:24:0:0:0::24:3,2:24:0:0:0::22:3,0:0:31:0:0::0:3,0:0:58:180:0::0:12,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:58:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:60:315:0::0:12,0:0:61:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:2:315:0::0:12,60:1:0:0:0::0:3,0:0:31:270:0::0:3,0:0:58:180:0:270:0:12,0:0:31:270:0::0:3,0:0:0:0:0::0:3,24:38:0:0:0::0:3,12:41:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:16:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:16:315:0::0:12,4:14:0:0:0::0:3,24:38:0:0:0::0:3,0:0:31:0:0::0:12,0:0:58:180:0:270:0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,24:24:0:0:0::0:3,2:24:0:0:0::22:3,2:24:0:0:0::22:3,2:24:0:0:0::22:3,24:24:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:58:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,12:39:0:0:0::0:3,12:39:0:0:0::0:3,12:39:0:0:0::0:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,24:38:0:0:0::0:3,2:39:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,60:4:0:0:0::0:3,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,4:14:56:315:0::0:12,4:14:56:315:0::0:12,4:14:3:315:0::0:12,4:14:61:315:0::0:12,6:39:0:0:0::6:3,6:39:0:0:0::6:3,6:39:0:0:0::6:3,60:1:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,24:38:0:0:0::0:3,12:42:0:0:0::2:3,2:22:58:180:0::0:12,12:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:54:180:8::0:12,0:0:0:0:0::0:3,24:7:11:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,24:14:10:0:1221::0:60,24:14:10:0:1221::0:60,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,0:0:32:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,12:39:0:0:0::0:3,12:39:0:0:0::0:3,6:39:0:0:0::6:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,24:38:0:0:0::0:3,2:39:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:54:180:8::0:12,0:0:0:0:0::0:3,24:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:4:0:0:0::0:3,24:4:0:0:0::0:3,24:22:0:0:0::0:3,24:7:11:0:0::0:12,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,24:14:10:0:1221::0:60,24:14:10:0:1221::0:60,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,12:39:0:0:0::0:3,6:39:0:0:0::6:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:38:0:0:0::0:3,6:21:57:180:0::0:12,2:21:62:180:8::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:58:180:0:270:0:12,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:48:270:9::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,60:4:0:0:0::0:3,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,0:0:0:0:0::0:3,0:0:32:315:0::0:12,12:39:0:0:0::0:3,6:39:0:0:0::6:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,24:38:0:0:0::0:3,12:21:0:0:0::0:3,8:21:47:180:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,4:22:37:180:0::0:12,4:22:44:180:0::0:12,6:24:0:0:0::0:3,0:0:0:0:0::0:3,0:0:30:0:0::0:12,24:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:58:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:18:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,12:39:0:0:0::0:3,6:39:0:0:0::6:3,60:1:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,24:38:0:0:0::0:3,26:38:0:0:0::0:3,28:38:0:0:0::0:3,30:38:0:0:0::0:3,32:38:0:0:0::0:3,34:38:0:0:0::0:3,36:24:11:270:0::0:12,34:38:0:0:0::0:3,32:38:0:0:0::0:3,30:38:0:0:0::0:3,28:38:0:0:0::0:3,26:38:0:0:0::0:3,24:38:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,24:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:4:0:0:0::0:3,0:0:31:0:0::0:3,0:0:58:180:0:270:0:12,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:58:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,0:0:0:0:0::0:3,0:0:18:315:0::0:12,0:0:32:315:0::0:12,0:0:32:315:0::0:12,0:0:0:0:0::0:3,0:0:18:270:0::0:12,0:0:0:0:0::0:3,0:0:32:315:0::0:12,12:39:0:0:0::0:3,12:39:0:0:0::0:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:54:0:5::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,0:0:1:270:5::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:20:270:0::0:12,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,60:4:0:0:0::0:3,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,0:0:32:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:30:315:0::0:12,60:1:0:0:0::0:3,0:0:54:0:5::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:18:270:0::0:12,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,24:4:0:0:0::0:3,0:0:54:270:9::0:12,0:0:0:0:0::0:3,0:0:54:270:9::0:12,0:0:0:0:0::0:3,0:0:54:270:9::0:12,0:0:0:0:0::0:3,0:0:54:270:9::0:12,0:0:0:0:0::0:3,24:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,24:14:10:0:1221::0:60,24:14:10:0:1221::0:60,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:30:315:0::0:12,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:54:0:5::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:58:180:0:270:0:12,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:2:270:0::0:12,24:18:0:0:0::0:3,0:0:2:270:0::0:12,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,24:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:54:270:9::0:12,0:0:0:0:0::0:3,0:0:54:270:9::0:12,0:0:0:0:0::0:3,0:0:54:270:9::0:12,0:0:0:0:0::0:3,0:0:54:270:9::0:12,24:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,24:14:10:0:1221::0:60,24:14:10:0:1221::0:60,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:3:0:0:0::0:3,48:7:11:0:9::0:12,48:3:0:0:0::0:3,48:3:0:0:0::0:3,48:3:0:0:0::0:3,48:3:0:0:0::0:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:62:0:0::0:12,0:0:41:0:0::0:12,0:0:62:0:0::0:12,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:180:0:270:0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:57:270:0::0:12,0:0:57:270:0::0:12,24:22:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:16:180:0:270:0:12,60:1:0:0:0::0:3,60:4:0:0:0::0:3,60:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:3:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:44:315:0::0:12,12:18:0:0:0::0:3,60:1:0:0:0::0:3,0:0:31:270:0::0:3,0:0:58:180:0:270:0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,18:1:0:0:0::6:3,0:0:62:270:0::0:12,0:0:62:270:0::0:12,2:22:47:270:0::0:12,2:22:38:270:0::0:12,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:3:0:0:0::0:3,0:0:0:0:0::0:3,0:0:44:315:0::0:12,0:0:44:315:0::0:12,0:0:0:0:0::0:3,12:18:0:0:0::0:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:180:0:270:0:12,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:26:270:0::0:12,24:1:0:0:0::0:3,4:17:0:0:0::0:3,24:1:0:0:0::0:3,2:22:47:270:0::0:12,2:22:38:270:0::2:12,2:22:0:0:0::2:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:100:0:0:0:0:0:0,
